Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
Track Stars,Chicago Coin Machine Manufacturing Company,24-Jul-37,1,EM,,https://www.ipdb.org/machine.cgi?gid=2618&puid=38895
Trade Winds,Genco Manufacturing Company,"April, 1948",1,EM,Nautical - Sailing - Adventure - Travel,https://www.ipdb.org/machine.cgi?gid=2619&puid=38895
Trade Winds,United Manufacturing Company,"March, 1945",1,EM,Sailing,https://www.ipdb.org/machine.cgi?gid=2620&puid=38895
Trade Winds,Williams Electronic Manufacturing Company,"June, 1962",1,EM,Boats - Nautical - Sailing - Water,https://www.ipdb.org/machine.cgi?gid=2621&puid=38895
Traffic,Bally Manufacturing Corporation,"February, 1935",1,EM,Travel - Transportation,https://www.ipdb.org/machine.cgi?gid=2622&puid=38895
Traffic,Automatic Amusements Company,"April, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4303&puid=38895
Trail Drive,Bally Manufacturing Corporation,"September, 1970",1,EM,American West,https://www.ipdb.org/machine.cgi?gid=2625&puid=38895
Trailer,Playmatic,1985,4,SS,Travel - Transportation - Truck Driving,https://www.ipdb.org/machine.cgi?gid=3276&puid=38895
Trailways,Bally Manufacturing Corporation,"April, 1941",1,EM,,https://www.ipdb.org/machine.cgi?gid=2626&puid=38895
Tramway,"Williams Electronics, Incorporated","January, 1974",2,EM,Travel - Tramways - Transportation,https://www.ipdb.org/machine.cgi?gid=2627&puid=38895
Trans-Atlantic,Rock-ola Manufacturing Corporation,"February, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=2628&puid=38895
Trans-Atlantic,Unknown Manufacturer,,1,EM,Aircraft - Airplanes - Airports - Aviation - Flying,https://www.ipdb.org/machine.cgi?gid=6177&puid=38895
Trans-Pacific,A.B.T. Manufacturing Company,"March, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=4318&puid=38895
Transcontinental,Show Games,"January, 1990",,,,https://www.ipdb.org/machine.cgi?gid=4685&puid=38895
Transcontinental,Royal Novelty Company,"July, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4834&puid=38895
Transcontinental Deluxe,Show Games,,1,,,https://www.ipdb.org/machine.cgi?gid=4049&puid=38895
Transformers The Pin?,"Stern Pinball, Incorporated",2012,2,SS,Licensed Theme - Science Fiction,https://www.ipdb.org/machine.cgi?gid=5861&puid=38895
Transformers? (Pro),"Stern Pinball, Incorporated",2011,4,SS,Licensed Theme - Science Fiction,https://www.ipdb.org/machine.cgi?gid=5709&puid=38895
Transformers? Autobot Crimson Limited Edition,"Stern Pinball, Incorporated",2011,4,SS,Licensed Theme - Science Fiction,https://www.ipdb.org/machine.cgi?gid=5754&puid=38895
Transformers? Decepticon Violet Limited Edition,"Stern Pinball, Incorporated",2011,4,SS,Licensed Theme - Science Fiction,https://www.ipdb.org/machine.cgi?gid=5755&puid=38895
"Transformers? Limited Edition (""Combo"")","Stern Pinball, Incorporated",2011,4,SS,Licensed Theme - Science Fiction,https://www.ipdb.org/machine.cgi?gid=5753&puid=38895
Transmitter,Stoner Manufacturing Company,"September, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2629&puid=38895
Transporter the Rescue,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","April, 1989",4,SS,Outer Space,https://www.ipdb.org/machine.cgi?gid=2630&puid=38895
Trap Lite,Exhibit Supply Company,"November, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=2631&puid=38895
Trap Shoot,Chicago Coin Machine Manufacturing Company,"April, 1973",1,EM,Sports - Hunting,https://www.ipdb.org/machine.cgi?gid=6348&puid=38895
Trap Shot,Rock-ola Manufacturing Corporation,"November, 1936",1,EM,Hunting-Shooting,https://www.ipdb.org/machine.cgi?gid=2632&puid=38895
Trap-Em-Alive,Gotham Pressed Steel Corporation,1936,1,ME,Hunting - Safari,https://www.ipdb.org/machine.cgi?gid=4705&puid=38895
Trapeze,D. Gottlieb & Company,"August, 1940",1,EM,Circus,https://www.ipdb.org/machine.cgi?gid=2633&puid=38895
Trapper,Exhibit Supply Company,"August, 1936",1,EM,Hunting - Trapping,https://www.ipdb.org/machine.cgi?gid=2634&puid=38895
Travel Agency,Giorgio Massiero,1976,1,EM,Travel,https://www.ipdb.org/machine.cgi?gid=4106&puid=38895
Travel Round The World,Peo Manufacturing Corporation,"June, 1935",1,EM,Travel - Transportation,https://www.ipdb.org/machine.cgi?gid=2635&puid=38895
Travel Time,"Williams Electronics, Incorporated",24-Jan-73,1,EM,Happiness - Travel,https://www.ipdb.org/machine.cgi?gid=2636&puid=38895
Travel Time,Segasa,1973,1,EM,,https://www.ipdb.org/machine.cgi?gid=2637&puid=38895
Treasure,Glickman Company,"July, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=5284&puid=38895
Treasure Chest,Exhibit Supply Company,"December, 1947",1,EM,Deep Sea - Mermaids - Water - Women,https://www.ipdb.org/machine.cgi?gid=2638&puid=38895
Treasure Hunt,Gerber & Glass Distributing Company,1935,1,EM,Pirates,https://www.ipdb.org/machine.cgi?gid=5222&puid=38895
Treasure Island,Manhattan Sales Company,"May, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3809&puid=38895
Treasure Island,"G. M. Laboratories, Incorporated","July, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4248&puid=38895
Treasure Pirate,O. D. Jennings and Company,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=4264&puid=38895
Treasure Ship,D. Gottlieb & Company,"September, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2639&puid=38895
Tri Gate,C. E. Hoagland,"July, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4742&puid=38895
Tri Zone,"Williams Electronics, Incorporated","July, 1979",4,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=2641&puid=38895
Tri-A-Lite,Genco Manufacturing Company,"July, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2642&puid=38895
Tri-Score,Genco Manufacturing Company,8-Dec-50,1,EM,,https://www.ipdb.org/machine.cgi?gid=2640&puid=38895
Triangle,"Atari, Incorporated",,4,SS,,https://www.ipdb.org/machine.cgi?gid=3226&puid=38895
Triangle,Automatic Amusements Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4300&puid=38895
Trick Shooter,LTD do Brasil Divers?es Eletrìnicas Ltda,,4,SS,Western,https://www.ipdb.org/machine.cgi?gid=5888&puid=38895
Tricks (Junior),Genco Manufacturing Company,"January, 1936",1,ME,,https://www.ipdb.org/machine.cgi?gid=6536&puid=38895
Tricks (Senior),Genco Manufacturing Company,"January, 1936",1,ME,,https://www.ipdb.org/machine.cgi?gid=2643&puid=38895
Trident,"Stern Electronics, Incorporated","March, 1979",4,SS,Myth and Legend,https://www.ipdb.org/machine.cgi?gid=2644&puid=38895
Trident,Leisure & Allied Industries,"March, 1979",4,SS,Myth and Legend,https://www.ipdb.org/machine.cgi?gid=6443&puid=38895
Trigger,Exhibit Supply Company,"January, 1951",1,EM,Western,https://www.ipdb.org/machine.cgi?gid=2645&puid=38895
Triggie,H. W. Goewey,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5016&puid=38895
Trik-E-Shot,Gotham Pressed Steel Corporation,1936,1,ME,,https://www.ipdb.org/machine.cgi?gid=4698&puid=38895
Trinacria,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5844&puid=38895
Trinidad,Chicago Coin Machine Manufacturing Company,26-Mar-48,1,EM,World Places,https://www.ipdb.org/machine.cgi?gid=2646&puid=38895
Trio,Bally Manufacturing Corporation,"November, 1965",1,EM,Happiness - Music - Singing - Dancing,https://www.ipdb.org/machine.cgi?gid=2647&puid=38895
Trio,"Daval Mfg Company Incorporated, G.B.",,1,EM,Art Deco,https://www.ipdb.org/machine.cgi?gid=4687&puid=38895
Trio,Bally Manufacturing Corporation,"November, 1965",1,EM,Happiness - Music - Singing - Dancing,https://www.ipdb.org/machine.cgi?gid=6135&puid=38895
Trio,"Western Products, Incorporated",,1,EM,Aircraft - Airplanes - Airports - Aviation - Flying - Warfare,https://www.ipdb.org/machine.cgi?gid=6250&puid=38895
Trio,Bally Manufacturing Corporation,"November, 1965",1,EM,Happiness - Music - Singing - Dancing,https://www.ipdb.org/machine.cgi?gid=6374&puid=38895
Triple Action,"Williams Electronics, Incorporated",7-Feb-74,1,EM,Show Business,https://www.ipdb.org/machine.cgi?gid=2648&puid=38895
Triple Action,Segasa,7-Feb-74,1,EM,Show Business,https://www.ipdb.org/machine.cgi?gid=2649&puid=38895
Triple Action,Genco Manufacturing Company,14-Jan-48,1,EM,Girls - Women,https://www.ipdb.org/machine.cgi?gid=2650&puid=38895
Triple Joker,Pacific Amusement Manufacturing Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4221&puid=38895
Triple Joker,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=6089&puid=38895
Triple Play,United Manufacturing Company,"August, 1955",1,EM,Sports - Baseball - Softball,https://www.ipdb.org/machine.cgi?gid=2651&puid=38895
Triple Play,Genco Manufacturing Company,"September, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=3238&puid=38895
Triple Play,Glickman Industries,"February, 1942",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3870&puid=38895
Triple Seven,Willy Michiels,"July, 2002",1,SS,,https://www.ipdb.org/machine.cgi?gid=4711&puid=38895
Triple Strike,"Williams Electronics, Incorporated",18-Aug-75,1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=2652&puid=38895
Triple Threat,"Daval Mfg Company Incorporated, G.B.","September, 1939",1,EM,Sports - Football,https://www.ipdb.org/machine.cgi?gid=2653&puid=38895
Triple X,"Williams Electronics, Incorporated",,2,EM,Tic-Tac-Toe,https://www.ipdb.org/machine.cgi?gid=6497&puid=38895
Triplets,D. Gottlieb & Company,"July, 1950",1,EM,Girls - Women,https://www.ipdb.org/machine.cgi?gid=2654&puid=38895
Triumph,Alfred Druschky,1935,1,ME,,https://www.ipdb.org/machine.cgi?gid=5662&puid=38895
Triumph (Model 1),Bally Manufacturing Corporation,"February, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=2656&puid=38895
Triumph (Model 2),Bally Manufacturing Corporation,"April, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=6251&puid=38895
Trojan,Rock-ola Manufacturing Corporation,"December, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2657&puid=38895
Trophy,Chicago Coin Machine Manufacturing Company,4-Dec-38,1,EM,Sports - Hunting,https://www.ipdb.org/machine.cgi?gid=2658&puid=38895
Trophy,Bally Manufacturing Corporation,"March, 1948",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2659&puid=38895
Trophy,Chicago Coin Machine Manufacturing Company,19-Dec-38,1,EM,Sports - Hunting,https://www.ipdb.org/machine.cgi?gid=3241&puid=38895
Trophy,Bally Manufacturing Corporation,28-Feb-41,1,EM,,https://www.ipdb.org/machine.cgi?gid=6300&puid=38895
Tropic,Glickman Industries,"June, 1942",1,EM,,https://www.ipdb.org/machine.cgi?gid=3871&puid=38895
Tropic Fun,"Williams Electronics, Incorporated",14-May-73,1,EM,Beach - Happiness - Recreation - Sailing - Surfing - Swimming - Water - Women,https://www.ipdb.org/machine.cgi?gid=2660&puid=38895
Tropic Isle,D. Gottlieb & Company,"April, 1962",1,EM,Happiness - Hawaii,https://www.ipdb.org/machine.cgi?gid=2661&puid=38895
Tropic Queens,Bally Manufacturing Corporation,,1,EM,Pageantry,https://www.ipdb.org/machine.cgi?gid=2662&puid=38895
Tropical,Zaccaria,,1,EM,Beach - Happiness - Recreation - Swimming,https://www.ipdb.org/machine.cgi?gid=5511&puid=38895
Tropical,Renov' Automatic - Jolux,,4,EM,Beach - Happiness - Recreation - Swimming,https://www.ipdb.org/machine.cgi?gid=6317&puid=38895
Tropicana,United Manufacturing Company,"February, 1948",1,EM,Happiness - Music - Dancing,https://www.ipdb.org/machine.cgi?gid=2663&puid=38895
Tropicana,United Manufacturing Company,"January, 1955",1,EM,Recreation - Tropical - Water- Women,https://www.ipdb.org/machine.cgi?gid=2664&puid=38895
Tropics,United Manufacturing Company,"July, 1953",1,EM,Beach - Hawaii - Nautical - Sailing - Tropical - Water - Women,https://www.ipdb.org/machine.cgi?gid=2665&puid=38895
Trou de Souris,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6067&puid=38895
Troubadour,D. Gottlieb & Company,"October, 1967",1,EM,Happiness - Singing,https://www.ipdb.org/machine.cgi?gid=2666&puid=38895
Tru-Form,V. P. Distributing Company,1944,1,EM,,https://www.ipdb.org/machine.cgi?gid=5076&puid=38895
Truck Stop,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","December, 1988",4,SS,American Places - Travel,https://www.ipdb.org/machine.cgi?gid=2667&puid=38895
Try Me,Try Me Manufacturing Company,"August, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2668&puid=38895
Tuck Shop,Shields,,1,,,https://www.ipdb.org/machine.cgi?gid=4859&puid=38895
Tucson,Williams Manufacturing Company,4-Jan-49,1,EM,American Places,https://www.ipdb.org/machine.cgi?gid=2678&puid=38895
Tumbleweed,Exhibit Supply Company,"August, 1949",1,EM,American West,https://www.ipdb.org/machine.cgi?gid=2669&puid=38895
Tunnel,Bally Manufacturing Corporation,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=4151&puid=38895
Tunnel Way,A.B.T. Manufacturing Company,"March, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=4322&puid=38895
Tura,Tura Automatenfabrik Gmbh,1938,1,EM,,https://www.ipdb.org/machine.cgi?gid=4900&puid=38895
Tura De Luxe,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6213&puid=38895
Tura Derby,Tura Automatenfabrik Gmbh,"August, 1934",1,ME,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=4725&puid=38895
Tura Duplex,Tura Automatenfabrik Gmbh,"April, 1934",1,,,https://www.ipdb.org/machine.cgi?gid=4723&puid=38895
Tura Fortuna,Tura Automatenfabrik Gmbh,"June, 1934",1,ME,,https://www.ipdb.org/machine.cgi?gid=4724&puid=38895
Tura-Ball,Tura Automatenfabrik Gmbh,"March, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=4748&puid=38895
Tura-Ball De Luxe,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5918&puid=38895
Tura-Circus,Tura Automatenfabrik Gmbh,"August, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=4751&puid=38895
Tura-Junior,Tura Automatenfabrik Gmbh,"August, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=4750&puid=38895
Turf,T.H. Bergmann & Company,"June, 1957",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=3900&puid=38895
Turf Champ,Williams Manufacturing Company,25-Jul-58,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2670&puid=38895
Turf Champs,Stoner Manufacturing Company,"January, 1936",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2671&puid=38895
Turf Course,Unknown Manufacturer,,1,,,https://www.ipdb.org/machine.cgi?gid=4037&puid=38895
Turf Derby,T.H. Bergmann & Company,1958,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=3901&puid=38895
Turf King,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2672&puid=38895
Turf King,Bally Manufacturing Corporation,"November, 1941",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2673&puid=38895
Turf King,Chicago Coin Machine Manufacturing Company,15-Jul-37,1,EM,,https://www.ipdb.org/machine.cgi?gid=3338&puid=38895
Turf Kings,Coast Coin Machine Company,"August, 1937",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2674&puid=38895
Turf Queen,Chicago Coin Machine Manufacturing Company,5-Feb-38,1,EM,Horse Racing,https://www.ipdb.org/machine.cgi?gid=3336&puid=38895
Turf Special,Bally Manufacturing Corporation,"July, 1938",1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=2675&puid=38895
Turn Table,D. Gottlieb & Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2676&puid=38895
Turnier,Max Jentzsch & Meerz,1936,1,ME,,https://www.ipdb.org/machine.cgi?gid=5635&puid=38895
Turnier-Golf,Max Jentzsch & Meerz,1934,1,ME,,https://www.ipdb.org/machine.cgi?gid=4649&puid=38895
Turret,Automatic Amusements Company,"November, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2677&puid=38895
TV Flipper,Midway Manufacturing Company,1975,2,SS,,https://www.ipdb.org/machine.cgi?gid=6547&puid=38895
TV Pinball,Exidy Incorporated,1974,1,EM,,https://www.ipdb.org/machine.cgi?gid=3921&puid=38895
TV-Baseball,Chicago Coin Machine Manufacturing Company,"March, 1966",2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3331&puid=38895
"Twenty ""1""",McDonald & Dever,"April, 1948",1,EM,,https://www.ipdb.org/machine.cgi?gid=2682&puid=38895
Twenty Grand,Williams Manufacturing Company,5-Dec-52,1,EM,,https://www.ipdb.org/machine.cgi?gid=3686&puid=38895
Twilight Zone,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated",5-Apr-93,4,SS,Adventure - Supernatural - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=2684&puid=38895
Twin Bill,D. Gottlieb & Company,"January, 1955",1,EM,,https://www.ipdb.org/machine.cgi?gid=2685&puid=38895
Twin Hockey,D. Gottlieb & Company,"February, 1952",2,EM,Sports - Hockey,https://www.ipdb.org/machine.cgi?gid=3762&puid=38895
Twin Joker,Bally Manufacturing Corporation,,2,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=2687&puid=38895
Twin Score,D. Gottlieb & Company,"July, 1954",1,EM,,https://www.ipdb.org/machine.cgi?gid=3764&puid=38895
Twin Six,J. H. Keeney and Company Incorporated,"July, 1941",1,EM,,https://www.ipdb.org/machine.cgi?gid=2688&puid=38895
Twin Six,Victory Games,"October, 1946",1,EM,,https://www.ipdb.org/machine.cgi?gid=3355&puid=38895
Twin Win,Bally Manufacturing Corporation,"February, 1974",2,EM,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=2689&puid=38895
Twin-Gain,Recel S. A.,1977,1,EM,Gambling - Slot Machines,https://www.ipdb.org/machine.cgi?gid=2686&puid=38895
Twin-Gain,Procedimientos ElectromagnÇticos de Tanteo y Color,1977,1,EM,Gambling - Slot Machines,https://www.ipdb.org/machine.cgi?gid=6288&puid=38895
Twinkle,Baker Novelty and Manufacturing Company,"September, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=2691&puid=38895
Twinky,Chicago Coin Machine Manufacturing Company,18-Jul-67,2,EM,Modeling - Television,https://www.ipdb.org/machine.cgi?gid=2692&puid=38895
Twins,E. E. Junior Manufacturing Company,"February, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=2693&puid=38895
Twist,Rally a.k.a. Rally Play Company,1962,2,EM,Dancing - Happiness - Music - Nightlife - Singing - Women,https://www.ipdb.org/machine.cgi?gid=3806&puid=38895
Twister,Exhibit Supply Company,"November, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=3350&puid=38895
Twister,Exhibit Supply Company,"November, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=3351&puid=38895
Twister,"Sega Pinball, Incorporated","April, 1996",6,SS,,https://www.ipdb.org/machine.cgi?gid=3976&puid=38895
Two Bells,C & S Novelty,"February, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=2695&puid=38895
Two Fifty,Pacific Amusement Manufacturing Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=2696&puid=38895
Two Fifty,Pacific Amusement Manufacturing Company,"March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4227&puid=38895
TX-Sector,Premier Technology,"March, 1988",4,SS,Space - Science Fiction,https://www.ipdb.org/machine.cgi?gid=2699&puid=38895
Tycoon,Mills Novelty Company,"January, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=2700&puid=38895
Typhoon,"Williams Electronics, Incorporated",,4,EM,Weather,https://www.ipdb.org/machine.cgi?gid=6546&puid=38895
Tyrannosaurus,Premier Technology,,4,SS,Dinosaurs,https://www.ipdb.org/machine.cgi?gid=5344&puid=38895
U'nette,Nelson Manufacturing Company,"March, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=2703&puid=38895
U-Boat 65,Nuova Bell Games,"June, 1988",4,SS,Warfare,https://www.ipdb.org/machine.cgi?gid=3736&puid=38895
U.S.A.,Bally Manufacturing Corporation,,1,EM,Travel - United States,https://www.ipdb.org/machine.cgi?gid=2709&puid=38895
U.S.A. Football,Alvin G. and Company,"October, 1992",2,SS,Sports - Football,https://www.ipdb.org/machine.cgi?gid=2710&puid=38895
U.S.A. Football,Alvin G. and Company,1992,1,SS,Sports - Football,https://www.ipdb.org/machine.cgi?gid=5506&puid=38895
Udo Lindenberg,,28-May-11,4,SS,Music,https://www.ipdb.org/machine.cgi?gid=5715&puid=38895
UFO,Model Racing,,,SS,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=5314&puid=38895
UFO Electronic Pinball,"Coleco Industries, Inc.",,1,EM,Aliens - Outer Space - UFO,https://www.ipdb.org/machine.cgi?gid=6150&puid=38895
UFO-X,Playmatic,"November, 1984",4,SS,,https://www.ipdb.org/machine.cgi?gid=3347&puid=38895
Ukon Trol Black Diamond,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5774&puid=38895
Ultimate Golf Ball Frenzy,,2007,4,SS,Sports - Golfing - Motorcycles - Transportation,https://www.ipdb.org/machine.cgi?gid=6173&puid=38895
Ultra Attack,"Japan Amusement Machine Company, Ltd.",,1,EM,,https://www.ipdb.org/machine.cgi?gid=6068&puid=38895
UltraPin,Global VR,18-Dec-06,4,SS,,https://www.ipdb.org/machine.cgi?gid=5230&puid=38895
Ump,Stoner Manufacturing Company,"February, 1941",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=2701&puid=38895
Underwater,Recel S. A.,"June, 1976",4,EM,Adventure - Combat,https://www.ipdb.org/machine.cgi?gid=2702&puid=38895
Underwater,Procedimientos ElectromagnÇticos de Tanteo y Color,,4,EM,Adventure - Combat,https://www.ipdb.org/machine.cgi?gid=5932&puid=38895
Union Pacific,Unknown Manufacturer,,1,EM,Native Americans - Travel - Transportation,https://www.ipdb.org/machine.cgi?gid=5811&puid=38895
Universe,Universal Novelty Manufacturing Company,"June, 1933",1,ME,,https://www.ipdb.org/machine.cgi?gid=2704&puid=38895
Universe,D. Gottlieb & Company,"October, 1959",1,EM,Outer Space,https://www.ipdb.org/machine.cgi?gid=2705&puid=38895
Universe,Zaccaria,"November, 1977",4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=2706&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=2758&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4833&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4866&puid=38895
Unknown,Unknown Manufacturer,,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=4903&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5039&puid=38895
Unknown,Clinton Berle Allen,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5187&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5228&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5357&puid=38895
Unknown,Unknown Manufacturer,1932,1,ME,,https://www.ipdb.org/machine.cgi?gid=5401&puid=38895
Unknown,Kansas City Ball Table Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5434&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5487&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5614&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5714&puid=38895
Unknown,Unknown Manufacturer,,1,ME,Cartoon Characters,https://www.ipdb.org/machine.cgi?gid=5748&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5760&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5764&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5765&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5915&puid=38895
Unknown,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing,https://www.ipdb.org/machine.cgi?gid=5963&puid=38895
Unknown,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6027&puid=38895
Unknown,Unknown Manufacturer,,1,ME,Playing Cards - Poker,https://www.ipdb.org/machine.cgi?gid=6034&puid=38895
Unknown,Unknown Manufacturer,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6123&puid=38895
Unknown,Unknown Manufacturer,,1,ME,Native Americans,https://www.ipdb.org/machine.cgi?gid=6124&puid=38895
Unknown,Unknown Manufacturer,,1,EM,,https://www.ipdb.org/machine.cgi?gid=6218&puid=38895
Unknown,Superior Amusement Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6323&puid=38895
"Unknown (""Four Bell"")",M. Redgrave Bagatelle Company,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4806&puid=38895
"Unknown (""One Bell"")",J. H. Singer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4805&puid=38895
"Unknown (""One Bell"")",Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4873&puid=38895
"Unknown (""One Bell"")",Nash Manufacturing Company,1889,1,ME,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=5192&puid=38895
"Unknown (""One Bell"")",J. H. Singer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=5358&puid=38895
"Unknown (""One Star / One Bell"")",,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4803&puid=38895
"Unknown (""Three Bell"")",,,1,ME,,https://www.ipdb.org/machine.cgi?gid=4820&puid=38895
Unknown (?Four Crowns?),A.B.T. Manufacturing Company,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=5423&puid=38895
Untitled,"D. Gottlieb & Company, a Columbia Pictures Industries Company",,4,SS,,https://www.ipdb.org/machine.cgi?gid=5332&puid=38895
Untitled,Jumaci S.L.,,1,EM,Western,https://www.ipdb.org/machine.cgi?gid=5482&puid=38895
Up 'n Down One Ball,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=6092&puid=38895
Up 7 1/2,Bill Port,,1,EM,Card game,https://www.ipdb.org/machine.cgi?gid=4628&puid=38895
Up and Up,J. H. Keeney and Company Incorporated,"May, 1939",1,EM,Fair - Carnival - Happiness,https://www.ipdb.org/machine.cgi?gid=2707&puid=38895
Up Away,Industria (Electromec†nica) de Recreativos S.A,1975,1,EM,Outer Space - Fantasy,https://www.ipdb.org/machine.cgi?gid=3325&puid=38895
