Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Archery","","Glickman Industries","Glickman Industries","1942","1","EM","Sports - Archery","3857"
"Arctic Gun","","Williams Electronic Manufacturing Company","Williams","1967","1","EM","Snow - World Places","6342"
"Arena","","Premier Technology","Premier","1987","4","SS","Fantasy","82"
"Argentine","","Genco Manufacturing Company","Genco Manufacturing Company","1941","1","EM","Dancing - Music - World Places","83"
"Argosy","","Williams Electronics, Incorporated","Williams","1977","4","EM","Boats - Nautical - Ships - Water","84"
"Argosy","","Williams Electronics, Incorporated","Williams","","4","SS","Boats - Nautical - Ships - Water","6274"
"Aristocrat","","Prosperity Coin Machine Corporation","Prosperity Coin Machine Corporation","1933","1","ME","","5576"
"Aristocrat","","Birmingham Vending Company","Birmingham Vending Company","1933","1","ME","","5677"
"Aristocrat","","A. S. Douglis Machine Company","A. S. Douglis Machine Company","1932","1","ME","","85"
"Aristocrat L Standard","","Stoner Manufacturing Company","Stoner Manufacturing Company","1934","1","ME","","1400"
"Arizona","","United Manufacturing Company","United Manufacturing Company","1943","1","EM","American Places","86"
"Arizona","","LTD do Brasil Diversões Eletrônicas Ltda","LTD do Brasil Diversões Eletrônicas Ltda","","2","SS","American West","5890"
"Arlington","","Bally Manufacturing Corporation","Bally","1937","1","EM","","88"
"Arlington","","Bell Products Company","Bell Products Company","1944","1","EM","","811"
"Arlington","","Universal Manufacturing Company","Universal Manufacturing Company","1934","1","","","4192"
"Arlington Park","","Specialty Manufacturing Company","Specialty Manufacturing Company","1941","1","EM","","3652"
"Armada","","Stoner Manufacturing Company","Stoner Manufacturing Company","1941","1","EM","Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare","89"
"Army & Navy","","Victory Games","Victory Games","1944","1","EM","Military - Music - Singing","3654"
"Army and Navy","","Rock-ola Manufacturing Corporation","Rock-ola Manufacturing Corporation","1934","1","ME","Sports - Football","90"
"Army Navy","","Williams Manufacturing Company","Williams","1953","1","EM","Military - Sports - Football","91"
"Arnon Milchan","","Data East Pinball, Incorporated","Data East","1993","4","SS","Celebrities","4340"
"Around the World","","Stoner Manufacturing Company","Stoner Manufacturing Company","1937","1","EM","Travel - World Places","92"
"Around the World","","D. Gottlieb & Company","Gottlieb","1959","2","EM","Outer Space - Travel","93"
"Arrow","","V. P. Distributing Company","V. P. Distributing Company","1944","1","EM","","3876"
"Arrow","","Allied Amusement Company","Allied Amusement Company","1935","1","EM","","4305"
"Arrow","","Ripepi","Ripepi","","1","EM","American West","6454"
"Arrow Head","","Williams Manufacturing Company","Williams","1957","1","EM","American West - Native Americans","97"
"Arrowhead","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1964","2","EM","American West - Native Americans","95"
"Arrowhead","","Bally Manufacturing Corporation","Bally","1938","1","EM","","96"
"Arrows","","Esso Manufacturing Corp.","Esso Manufacturing Corp.","1947","1","EM","","6126"
"Artemis","","Sigma","Sigma","","1","","Sports - Archery - Mythology","5528"
"Artists and Models","","Victory Games","Victory Games","1945","1","EM","","3656"
"Ascot","","","","","1","EM","Sports - Horse Racing","5965"
"Ascot Derby","","Western Equipment & Supply Company","Western Equipment & Supply Company","1938","1","EM","Sports - Horse Racing","3658"
"Aspen","","Brunswick Manufacturing Company","Brunswick Manufacturing Company","1979","4","SS","Sports - Snow Skiing","3660"
"Asterix","","","Unknown","2009","4","EM","Cartoon - Fantasy","5584"
"Asteroid Annie and the Aliens","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1980","1","SS","Aliens - Outer Space - Fantasy - Playing Cards - Poker","98"
"Asteroid Killer","","Universal Company, Ltd.","Universal Company, Ltd.","1980","4","SS","","3810"
"Astro","","D. Gottlieb & Company","Gottlieb","1971","1","EM","Outer Space","99"
"Astro-Flite","","Segasa","Segasa","1974","1","EM","Outer Space","100"
"Astrologic","","","Unknown","1978","2","SS","Astrology - Fantasy","5710"
"Astronaut","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1969","2","EM","Astronauts - Outer Space","101"
"Atari Pinball","","Atari, Incorporated","Atari","1978","4","SS","","5276"
"Atlantic City","","Bally Manufacturing Corporation","Bally","1952","1","EM","American Places - Beaches - Swimming - Women","103"
"Atlantic City","","Bally Manufacturing Corporation","Bally","1938","1","EM","","104"
"Atlanticus","","T.H. Bergmann & Company","T.H. Bergmann & Company","1960","1","EM","","3902"
"Atlantis","","D. Gottlieb & Company","Gottlieb","1975","1","EM","Fantasy - Mythology","105"
"Atlantis","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1989","4","SS","Myth and Legend - Water Sports","106"
"Atlantis","","Nordamatic","Nordamatic","1978","1","EM","","3690"
"Atlas","","D. Gottlieb & Company","Gottlieb","1959","2","EM","Mythology","107"
"Atlas","","Lindstrom Tool and Toy Company","Lindstrom Tool and Toy Company","1934","1","ME","Travel","2883"
"Atleta","","Industria (Electromecánica) de Recreativos S.A","Industria (Electromecánica) de Recreativos S.A","1991","4","SS","Sports - Athletics - Track and Field","4095"
"Atom-Jet","","American Amusement & Mfg. Co., Inc.","American Amusement & Mfg. Co., Inc.","","1","EM","","5146"
"Ator","","Videodens","Videodens","","4","SS","Adventure - Fantasy","6148"
"Attack","","Playmatic","Playmatic","1980","4","SS","Outer Space - Fantasy","2884"
"Attack from Mars","","Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","Midway","1995","4","SS","Aliens - Martians - Fantasy","3781"
"Attack From Mars (Remake Limited Edition)","Attack From Mars","Chicago Gaming Company","Chicago Gaming Company","2017","4","SS","Aliens - Martians - Fantasy","6385"
"Attack From Mars (Remake Special Edition)","Attack From Mars","Chicago Gaming Company","Chicago Gaming Company","2017","4","SS","Aliens - Martians - Fantasy","6384"
"Attention","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","","108"
"Attention","","Bally Manufacturing Corporation","Bally","1940","1","EM","Aircraft - Airplanes - Airports - Aviation - Flying - Naval Warfare","4139"
"Attila the Hun","","Game Plan, Incorporated","Game Plan","1984","4","SS","Historical","109"
"Aurora","","Burrows Automatic Supply Company, Ltd.","Burrows Automatic Supply Company, Ltd.","1935","1","EM","","110"
"Auroran","","Stoner Manufacturing Company","Stoner Manufacturing Company","1937","1","EM","","111"
"Austin Powers™","","Stern Pinball, Incorporated","Stern","2001","4","SS","Spies - Licensed Theme","4504"
"Auto Derby","","Genco Manufacturing Company","Genco Manufacturing Company","1937","1","EM","Sports - Auto Racing","2885"
"Auto Race","","D. Gottlieb & Company","Gottlieb","1956","1","EM","Sports - Auto Racing","112"
"Auto Race","","D. Gottlieb & Company","Gottlieb","1969","1","EM","","3747"
"Auto Roll","","Seaboard New York Corporation","Seaboard New York Corporation","1948","","EM","","5446"
"Auto Stop","","Procedimientos Electromagnéticos de Tanteo y Color","Procedimientos Electromagnéticos de Tanteo y Color","","1","EM","Automobiles - Cars - Travel","5935"
"Auto Winner","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1935","1","EM","","4302"
"Autobank","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1934","1","EM","","113"
"Autocount","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1933","1","EM","","114"
"Autodart","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1935","1","EM","","115"
"Autoflash","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1935","1","EM","","4311"
"Automat","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4177"
"Automat","","Bally Manufacturing Corporation","Bally","","1","ME","Sports - Auto Racing","5724"
"Automatic Poker Das","","","","","1","ME","Playing Cards - Poker","5975"
"Automatic Pool","","Chicago Coin Machine Manufacturing Company","Chicago Coin","","2","EM","Billiards","5082"
"Automatic Whiffle","","Automatic Industries, Incorporated","Automatic Industries, Incorporated","1932","1","","","5399"
"Autowhirl","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1934","1","ME","","116"
"Avalanche","","Williams Electronics, Incorporated","Williams","1985","4","SS","","3691"
"Avalanche","","","Unknown","","1","EM","World Places - Sports - Snow Sports - Happiness - Recreation","5512"
"Avalon","","Exhibit Supply Company","Exhibit Supply Company","1939","1","EM","American Places - Beach - Boating","117"
"Avengers The Pin™","","Stern Pinball, Incorporated","Stern","2013","2","SS","Comics - Fantasy - Licensed Theme","6373"
"Aztec","","Williams Electronics, Incorporated","Williams","1976","4","SS","Historical","4828"
"Aztec","","Williams Electronics, Incorporated","Williams","1976","4","EM","Historical - World Places","119"
"B-Skilful","","","","","1","ME","","5456"
"Baby","","Genco Manufacturing Company","Genco Manufacturing Company","","1","EM","","6239"
"Baby Billard","","","","","1","ME","","5788"
"Baby Doll","","Segasa","Segasa","1975","1","EM","Music - Singing","121"
"Baby Face","","United Manufacturing Company","United Manufacturing Company","1948","1","EM","Girls - Women","122"
"Baby Grand Pin Game","","A. M. Walzer Company","A. M. Walzer Company","1932","1","ME","","2887"
"Baby Grand Roulette","","A. M. Walzer Company","A. M. Walzer Company","1932","1","ME","","2888"
"Baby In The Hole","","Data East Pinball, Incorporated","Data East","1989","1","SS","","4033"
"Baby Leland","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1933","1","ME","","123"
"Baby Lite-A-Line","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1935","1","EM","","124"
"Baby Pac-Man","","Bally Manufacturing Corporation","Bally","","2","SS","","125"
"Baby Sharpshooter","","Game Plan, Incorporated","Game Plan","1985","","SS","Carnival - Target Practice","5680"
"Baby Whiffle","","Automatic Industries, Incorporated","Automatic Industries, Incorporated","1932","1","ME","","4452"
"Bacardi Cuba Libre","","Heighway Pinball, Ltd.","Heighway Pinball, Ltd.","2014","2","EM","","6219"
"Back to the Future","","Data East Pinball, Incorporated","Data East","1990","4","SS","Licensed Theme - Science Fiction - Time Travel","126"
"Back-Shot","","Lindstrom Tool and Toy Company","Lindstrom Tool and Toy Company","","","ME","","5519"
"Bad Cats","","Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","Williams","1989","4","SS","Feline Mischief","127"
"Bad Girls","","Premier Technology","Premier","1988","4","SS","Billiards","128"
"Badger Horseshoe","","Klode Shops","Klode Shops","1932","1","ME","","5783"
"Baffle Ball","","","Unknown","1931","1","ME","Sports - Basketball","5378"
"Baffle Ball","","D. Gottlieb & Company","Gottlieb","1931","1","ME","","129"
"Baffle Ball","","Keeney and Sons","Keeney and Sons","1931","1","ME","","130"
"Baffle Ball Home Game","","D. Gottlieb & Company","Gottlieb","1931","2","ME","","4892"
"Baffle Ball Jr. Home Game","","","Unknown","1932","","","","4889"
"Baffle Ball Sr.","","D. Gottlieb & Company","Gottlieb","1932","1","ME","","131"
"Baffle Ball Sr. Home Game","","","Unknown","1932","","ME","","4890"
"Baffle-Card","","D. Gottlieb & Company","Gottlieb","1946","1","EM","","132"
"Bagatelle","","","Unknown","1995","1","EM","Sports - Pinball","5195"
"Bagatelle And Baseball","","","","","1","ME","Sports - Baseball","6365"
"Bagatelle Table","","","","","1","ME","","5610"
"Bagatelle Table","","The Brunswick-Balke-Collender Company","The Brunswick-Balke-Collender Company","","1","ME","","5999"
"Bagatello","","Exhibit Supply Company","Exhibit Supply Company","1936","1","EM","","4523"
"Bagdad","","Dallas Novelty Sales Company Incorporated","Dallas Novelty Sales Company Incorporated","1932","2","ME","","3958"
"Bahama Beach","","Bally Manufacturing Corporation","Bally","","1","EM","Beach - Happiness - Recreation - Swimming - Water - Women","2889"
"Balance","","Mills Novelty Company","Mills Novelty Company","1935","1","EM","","133"
"Bali","","Bally Manufacturing Corporation","Bally","","1","EM","","134"
"Bali-Hi","","Bally Manufacturing Corporation","Bally","","4","EM","World Places","135"
"Balito","","","","","1","ME","Poker","5248"
"Ball Fan Series of 1937","","Stoner Manufacturing Company","Stoner Manufacturing Company","1937","1","EM","Sports - Baseball","137"
"Ball Game","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1937","1","EM","Sports - Baseball","5649"
"Ball Park","","Williams Electronics, Incorporated","Williams","1968","2","EM","Sports - Baseball","138"
"Ball Park","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1937","1","EM","Sports - Baseball","139"
"Ball Park","","Bally Manufacturing Corporation","Bally","","2","EM","Sports - Baseball","2890"
"Ball Pool","","Renato Montanari Giochi","Renato Montanari Giochi","","1","EM","Billiards","5468"
"Ball Shooter","","Gatter Novelty Company","Gatter Novelty Company","1926","1","ME","","5459"
"Ball Shooter Gum Vender","","Gatter Novelty Company","Gatter Novelty Company","1926","1","ME","","5460"
"Ball-Quet","","Carnival Supply Company","Carnival Supply Company","1932","1","ME","","143"
"Ballerina","","Bally Manufacturing Corporation","Bally","","1","EM","Ballet","140"
"Ballerina","","Bally Manufacturing Corporation","Bally","","1","EM","Ballet","141"
"Ballista","","Tsunami Visual Technologies, Inc.","Tsunami Visual Technologies, Inc.","","1","SS","","6499"
"Ballota-Acht","","Ballota GmbH","Ballota GmbH","1933","1","","","5371"
"Ballota-Baby","","Ballota GmbH","Ballota GmbH","1933","1","","","5372"
"Ballota-Ball","","Ballota GmbH","Ballota GmbH","1933","1","ME","","5373"
"Ballota-Rekord","","Ballota GmbH","Ballota GmbH","1934","1","","","5374"
"Balls-A-Poppin","","Bally Manufacturing Corporation","Bally","","2","EM","Happiness - Circus/Carnival","144"
"Bally Alley","","Bally Manufacturing Corporation","Bally","1974","4","SS","Sports - Bowling","6508"
"Bally Arcade","","Bally Manufacturing Corporation","Bally","","1","EM","Carnival - Shooting Gallery","3650"
"Bally Baseball","","Bally Manufacturing Corporation","Bally","1951","2","EM","Sports - Baseball","6524"
"Bally Beauty","","Bally Manufacturing Corporation","Bally","","1","EM","Girls - Glamour - Pageantry - Women","216"
"Bally Bonus","","Bally Manufacturing Corporation","Bally","1936","1","EM","","146"
"Bally Bonus","","Bally Manufacturing Corporation","Bally","1936","1","EM","","3651"
"Bally Booster","","Bally Manufacturing Corporation","Bally","1937","1","EM","Sports - Baseball","147"
"Bally Derby","","Bally Manufacturing Corporation","Bally","","1","EM","Horse Racing - Payout","148"
"Bally Derby","","Bally Manufacturing Corporation","Bally","","1","EM","Sports - Horse Racing","3055"
"Bally Derby","","Bally Manufacturing Corporation","Bally","1960","5","EM","Sports - Horse Racing","6040"
"Bally Entry","","Bally Manufacturing Corporation","Bally","1947","1","EM","Sports - Horse Racing","149"
